movie_name,mpaa,mpaa_category,overall_Profanity,overall_Drug/Alcohol,overall_General,overall_Violence,overall_Sexual Content
Lord-of-the-Rings-The-Two-Towers,PG-13,Family-Friendly,0.0004336513443191674,0.0026019080659150044,0.8816131830008673,0.11361665221162186,0.0017346053772766695
True-Believer,R,Adult,0.021158129175946547,0.032665181885671864,0.8930957683741648,0.04899777282850779,0.004083147735708983
War-for-the-Planet-of-the-Apes,PG-13,Family-Friendly,0.004990925589836661,0.003629764065335753,0.8643375680580763,0.1265880217785844,0.00045372050816696913
Inception,PG-13,Family-Friendly,0.003309265944645006,0.008724428399518652,0.9187725631768953,0.06859205776173286,0.0006016847172081829
Halloween,R,Adult,0.015254237288135594,0.013559322033898305,0.863135593220339,0.10296610169491525,0.005084745762711864
Youth,R,Adult,0.014304723885562209,0.010978043912175649,0.9510978043912176,0.004657351962741184,0.018962075848303395
Deadpool,R,Adult,0.01772421127259837,0.01772421127259837,0.783410138248848,0.15455512229705778,0.026586316908897553
Nine,PG-13,Family-Friendly,0.0033428844317096467,0.012416427889207259,0.9555873925501432,0.0062082139446036294,0.022445081184336198
Beach-The,R,Adult,0.011178388448998603,0.022822543083372147,0.9156963204471356,0.043782021425244524,0.006520726595249185
The-Horse-Wisperer,PG-13,Family-Friendly,0.0024533856722276743,0.004906771344455349,0.9678606476938175,0.017419038272816486,0.007360157016683023
The-Fault-in-our-Stars,PG-13,Family-Friendly,0.009777777777777778,0.016,0.9594074074074074,0.009185185185185185,0.005629629629629629
Limey-The,R,Adult,0.017170891251022075,0.014717906786590351,0.9092395748160261,0.05437448896156991,0.004497138184791497
Tomb-Raider,PG-13,Family-Friendly,0.005450733752620545,0.005870020964360587,0.8712788259958071,0.11069182389937107,0.0067085953878406705
Cellular,PG-13,Family-Friendly,0.036753445635528334,0.0038284839203675345,0.8514548238897397,0.10490045941807044,0.0030627871362940277
Dark-Knight-Rises-The,PG-13,Family-Friendly,0.0037174721189591076,0.0037174721189591076,0.8787532170431799,0.10923648841864456,0.004575350300257364
FTKMF-(First-They-Killed-My-Father,R,Adult,0.0,0.001823985408116735,0.9051527587779298,0.08891928864569083,0.004103967168262654
Ringu,NR,Adult,0.002564102564102564,0.001282051282051282,0.9724358974358974,0.021794871794871794,0.0019230769230769232
Slash,R,Adult,0.014952589350838803,0.023705324580598104,0.8406272793581328,0.10357403355215171,0.017140773158278628
MacGruber,R,Adult,0.05809698078682525,0.005032021957913998,0.8261665141811528,0.09332113449222323,0.01738334858188472
The-Island,R,Adult,0.007622677465459742,0.021676989042401142,0.9175797999047165,0.04883277751310148,0.004287756074321105
Lone-Star,R,Adult,0.013576580398812049,0.019092066185829443,0.9261773440814595,0.03648705982180738,0.004666949512091642
Bad-Dreams,R,Adult,0.015428776462145676,0.02978112665949049,0.8754933620380337,0.06853247219232149,0.010764262648008612
Return-to-Me,PG,Family-Friendly,0.0048330404217926184,0.013181019332161687,0.9670474516695958,0.006590509666080844,0.008347978910369069
Room-The,R,Adult,0.014521984671238403,0.01653892698668818,0.9148850342880194,0.02944735780556676,0.024606696248487294
Lethal-Weapon,R,Adult,0.02898966704936854,0.02439724454649828,0.8002296211251435,0.13978185993111367,0.006601607347876005
Hellraiser-Deader,R,Adult,0.01182355616189177,0.013642564802182811,0.8908594815825375,0.07276034561164166,0.010914051841746248
Eight-Millimeter,R,Adult,0.0157601977750309,0.01668726823238566,0.8516687268232386,0.09023485784919653,0.025648949320148332
Chillfacto,R,Adult,0.053102625298329355,0.007159904534606206,0.9015513126491647,0.03579952267303103,0.002386634844868735
Monkeybone,PG-13,Family-Friendly,0.0106829454406715,0.019839755818389926,0.8958412819534529,0.05494086226631057,0.018695154521175122
Crank,R,Adult,0.03351404632824051,0.051256776737309016,0.7644159684573681,0.13257762444553967,0.018235584031542632
Pleasantville,PG-13,Family-Friendly,0.004069767441860465,0.004651162790697674,0.9665697674418605,0.010755813953488373,0.013953488372093023
Lost-Weekend-The,NR,Adult,0.0013214403700033035,0.08192930294020483,0.905186653452263,0.009910802775024777,0.0016518004625041295
Lost-in-Space,PG-13,Family-Friendly,0.005460750853242321,0.002389078498293515,0.9174061433447099,0.0720136518771331,0.0027303754266211604
Passion-of-Joan-of-Arc-The,NR,Adult,0.000846740050804403,0.000846740050804403,0.9356477561388654,0.06096528365791702,0.001693480101608806
Zulu-Dawn,PG,Family-Friendly,0.01357733175914994,0.01475796930342385,0.8783943329397875,0.09327036599763873,0.0
Godfather-Part-II,R,Adult,0.007825600894354388,0.01257685858021241,0.9315259921743991,0.04387926215762996,0.004192286193404136
Batman-Begins,PG-13,Family-Friendly,0.0020710059171597634,0.021005917159763313,0.8819526627218935,0.09349112426035502,0.0014792899408284023
Le-Grand-bleu,PG-13,Family-Friendly,0.008067344791301298,0.014380918975797966,0.9652753419852683,0.006313574184496668,0.005962820063135742
Real-Genius,PG,Family-Friendly,0.005919661733615222,0.006342494714587738,0.9682875264270613,0.009302325581395349,0.01014799154334038
Come-See-the-Paradise,R,Adult,0.0136986301369863,0.0,0.9493150684931507,0.03561643835616438,0.0013698630136986301
Burning-Annie,R,Adult,0.01678951678951679,0.022113022113022112,0.9438984438984439,0.006552006552006552,0.010647010647010647
Big-Lebowski-The,R,Adult,0.10394842868654311,0.014907332796132152,0.8215149073327961,0.04593070104754231,0.0136986301369863
St-Elmos-Fire,R,Adult,0.015100671140939598,0.02936241610738255,0.9060402684563759,0.02181208053691275,0.027684563758389263
Damned-United-The,R,Adult,0.03754399687133359,0.012514665623777864,0.9335158388736801,0.01564333202972233,0.0007821666014861165
Horse-Whisperer-The,PG-13,Family-Friendly,0.0014720314033366045,0.004416094210009814,0.97252208047105,0.015456329735034347,0.006133464180569185
Scott-Pilgrim-vs-the-World,PG-13,Family-Friendly,0.016047828823159218,0.009754562617998742,0.8967904342353682,0.06482064191315293,0.012586532410320957
We-Own-the-Night,R,Adult,0.01864218141346689,0.03199777406789093,0.862548692264886,0.0781858653311074,0.00862548692264886
Miracle-Worker-The,NR,Adult,0.0034602076124567475,0.0,0.9377162629757786,0.05536332179930796,0.0034602076124567475
It-Happened-One-Night,NR,Adult,0.0036063884595569293,0.012107161257083977,0.9621329211746522,0.01184956208140134,0.010303967027305513
My-Own-Private-Idaho,R,Adult,0.020311442112389978,0.024373730534867976,0.909952606635071,0.02911306702775897,0.016249153689911984
Bottle-Rocket,R,Adult,0.02379333786539769,0.022093813732154997,0.9163834126444595,0.033650577838205305,0.004078857919782461
Moonrise-Kingdom,PG-13,Family-Friendly,0.0033156498673740055,0.009615384615384616,0.955238726790451,0.026856763925729443,0.004973474801061008
MASH,R,Adult,0.014580801944106925,0.02916160388821385,0.9076549210206561,0.0319967598217902,0.01660591332523289
Terminator-Salvation,PG-13,Family-Friendly,0.009099181073703366,0.012283894449499545,0.835304822565969,0.14012738853503184,0.0031847133757961785
Halloween-Resurrection,R,Adult,0.010732081257186662,0.012648524338827136,0.8639325412035262,0.10118819471061709,0.011498658489842852
This-Boys-Life,R,Adult,0.024900757849151932,0.014435221941537351,0.8975099242150848,0.042583904727535184,0.020570191266690727
Untraceable,R,Adult,0.011802575107296138,0.005722460658082976,0.9070100143061517,0.07081545064377683,0.004649499284692418
Hills-Have-Eyes-The,R,Adult,0.014691943127962086,0.008056872037914692,0.8398104265402844,0.12748815165876778,0.00995260663507109
Ed-TV,PG-13,Family-Friendly,0.010738691832085909,0.008460787504067686,0.9410999023755288,0.017897819720143184,0.021802798568174422
Chaos,R,Adult,0.011476664116296864,0.008033664881407804,0.8508033664881408,0.1262433052792655,0.0034429992348890587
Hellboy,PG-13,Family-Friendly,0.00878533231474408,0.00878533231474408,0.8460656990068754,0.13254392666157372,0.0038197097020626434
The-Family-Man,PG-13,Family-Friendly,0.00665266106442577,0.01365546218487395,0.9618347338935574,0.004201680672268907,0.01365546218487395
Never-Been-Kissed,PG-13,Family-Friendly,0.004225352112676056,0.010915492957746478,0.9669014084507043,0.004225352112676056,0.013732394366197184
Ghost-and-the-Darkness-The,R,Adult,0.0034828036569438396,0.00478885502829778,0.9181541140618198,0.07270352633870265,0.0008707009142359599
The-English-Patient,R,Adult,0.007085643869377696,0.017868145409735057,0.9158964879852126,0.04959950708564387,0.009550215650030808
Terminator,R,Adult,0.005387931034482759,0.006824712643678161,0.8290229885057471,0.15014367816091953,0.008620689655172414
Messenge,R,Adult,0.007725898555592879,0.0016795431642593216,0.9106483036614041,0.07389989922741015,0.006046355391333557
Yes-Man,PG-13,Family-Friendly,0.00969479353680431,0.027648114901256734,0.9396768402154398,0.012926391382405745,0.010053859964093357
Into-the-Woods,PG,Family-Friendly,0.0,0.00038109756097560977,0.9607469512195121,0.03353658536585366,0.005335365853658537
Bourne-Ultimatum-The,PG-13,Family-Friendly,0.005996309963099631,0.0027675276752767526,0.9040590405904059,0.08717712177121771,0.0
Slither,R,Adult,0.023358840112766815,0.008860249697946033,0.8296415626258559,0.11639146194120016,0.02174788562223117
Aliens,R,Adult,0.013768812039705411,0.002881844380403458,0.8844060198527057,0.09606147934678194,0.002881844380403458
The-Royal-Tenenbaums,R,Adult,0.011968880909634948,0.02483542788749252,0.9416517055655296,0.015858767205266307,0.005685218432076601
Pretty-Woman,R,Adult,0.008639308855291577,0.013678905687544997,0.9445644348452124,0.011879049676025918,0.021238300935925127
THX,R,Adult,0.0016366612111292963,0.013502454991816694,0.9447626841243862,0.03273322422258593,0.007364975450081833
Blade-Runner,R,Adult,0.006644518272425249,0.01287375415282392,0.8866279069767442,0.0776578073089701,0.016196013289036543
Malcolm-X,PG-13,Family-Friendly,0.015457413249211356,0.022397476340694007,0.9072555205047319,0.04637223974763407,0.008517350157728707
Crying-Game,R,Adult,0.03974706413730804,0.028906955736224028,0.8495934959349594,0.05510388437217705,0.026648599819331528
While-She-Was-Out,R,Adult,0.016666666666666666,0.01626984126984127,0.8916666666666667,0.06785714285714285,0.00753968253968254
Wild-Wild-West,PG-13,Family-Friendly,0.008919382504288165,0.0061749571183533445,0.8349914236706689,0.13104631217838766,0.018867924528301886
Kubo-and-the-Two-Strings,PG,Family-Friendly,0.0013574660633484162,0.0022624434389140274,0.9321266968325792,0.06334841628959276,0.0009049773755656109
Pump-Up-The-Volume,R,Adult,0.026143790849673203,0.013071895424836602,0.9337068160597572,0.006535947712418301,0.02054154995331466
High-Fidelity,R,Adult,0.02527075812274368,0.009386281588447653,0.9418772563176895,0.007220216606498195,0.016245487364620937
Here-Comes-Peter-Cottontail,NR,Adult,0.0,0.002347417840375587,0.9636150234741784,0.03051643192488263,0.0035211267605633804
Independence-Day,PG-13,Family-Friendly,0.0135087095627444,0.016352648418059012,0.8901528617134732,0.07500888730892286,0.004976892996800568
